Target	Ref	Chr	Pos
M_6330	Tif1	B07	128366806
M_6331	Tif1	B07	128665259
M_6332	Tif1	B07	128747254
M_6336	Tif1	B07	129505778
M_6338	Tif1	B07	129525065
M_6340	Tif1	B07	129728139
M_6342	Tif1	B07	129980128
M_6343	Tif1	B07	130447143
M_6346	Tif1	B07	130780071
M_6349	Tif1	B07	130993376
M_6351	Tif1	B07	131189356
M_6352	Tif1	B07	131189365
M_6354	Tif1	B07	131854538
M_6355	Tif1	B07	131854819
M_6357	Tif1	B07	132060543
M_6358	Tif1	B07	132174339
M_6359	Tif1	B07	132358153
M_6365	Tif1	B07	133383552
M_6366	Tif1	B07	133458434
M_6367	Tif1	B07	133698371
M_6369	Tif1	B07	133874459
M_6370	Tif1	B07	134020081
M_6371	Tif1	B07	134063307
M_6372	Tif1	B07	134089139
M_6374	Tif1	B07	134228791
M_6377	Tif1	B07	134449597
M_6380	Tif1	B08	1180472
M_6382	Tif1	B08	1304634
M_6386	Tif1	B08	1852963
M_6387	Tif1	B08	2167291
M_6389	Tif1	B08	2219621
M_6392	Tif1	B08	2526364
M_6393	Tif1	B08	2527084
M_6394	Tif1	B08	2573954
M_6395	Tif1	B08	2639622
M_6397	Tif1	B08	3022594
M_6398	Tif1	B08	3033548
M_6400	Tif1	B08	3102462
M_6405	Tif1	B08	3990233
M_6409	Tif1	B08	4521209
M_6411	Tif1	B08	4577988
M_6412	Tif1	B08	4918021
M_6413	Tif1	B08	4985660
T_260	Tif1	B08	5023942
M_6415	Tif1	B08	5174191
M_6422	Tif1	B08	6274526
M_6423	Tif1	B08	6324645
M_6426	Tif1	B08	6614628
M_6427	Tif1	B08	6622543
M_6429	Tif1	B08	6921885
M_6430	Tif1	B08	7052847
M_6432	Tif1	B08	7614337
M_6433	Tif1	B08	7713567
M_6435	Tif1	B08	7809317
M_6442	Tif1	B08	8695872
M_6444	Tif1	B08	8723991
M_6447	Tif1	B08	9222114
M_6448	Tif1	B08	9224449
M_6450	Tif1	B08	9451913
M_6454	Tif1	B08	10484497
M_6458	Tif1	B08	10966885
M_6463	Tif1	B08	11569303
M_6465	Tif1	B08	11726515
M_6466	Tif1	B08	11746928
M_6472	Tif1	B08	12480420
M_6474	Tif1	B08	12923320
M_6477	Tif1	B08	13587006
M_6485	Tif1	B08	15977675
M_6487	Tif1	B08	16460168
M_6489	Tif1	B08	17388020
M_6492	Tif1	B08	17776180
M_6493	Tif1	B08	17782798
M_6494	Tif1	B08	17885633
M_6496	Tif1	B08	18001342
M_6499	Tif1	B08	18845128
M_6506	Tif1	B08	20400031
M_6510	Tif1	B08	20662949
M_6513	Tif1	B08	20988726
M_6519	Tif1	B08	21994879
M_6539	Tif1	B08	24933069
M_6547	Tif1	B08	26077016
M_6553	Tif1	B08	27001601
M_6554	Tif1	B08	27026432
M_6557	Tif1	B08	27241931
M_6558	Tif1	B08	27575794
M_6559	Tif1	B08	27629719
M_6560	Tif1	B08	27764273
M_6562	Tif1	B08	27994508
M_6565	Tif1	B08	28058097
M_6566	Tif1	B08	28087976
M_867	Tif1	B08	28977068
M_6568	Tif1	B08	29268772
M_6573	Tif1	B08	30219673
M_6578	Tif1	B08	32126870
M_6583	Tif1	B08	34661542
M_6584	Tif1	B08	34664610
M_6585	Tif1	B08	34666564
M_6590	Tif1	B08	35683773
M_6597	Tif1	B08	37448084
M_6599	Tif1	B08	37599480
M_6609	Tif1	B08	37765078
M_6612	Tif1	B08	38669617
M_6613	Tif1	B08	38811207
M_6619	Tif1	B08	40153848
M_6620	Tif1	B08	40663699
M_6622	Tif1	B08	40822368
M_6625	Tif1	B08	41418526
M_6626	Tif1	B08	42398661
M_6627	Tif1	B08	42675199
M_6631	Tif1	B08	44775448
M_6635	Tif1	B08	48397685
M_6636	Tif1	B08	49657666
M_6641	Tif1	B08	51861904
M_6644	Tif1	B08	54499709
M_6646	Tif1	B08	56194420
M_6648	Tif1	B08	56781326
M_6649	Tif1	B08	56794609
M_6650	Tif1	B08	57276684
M_6653	Tif1	B08	61334870
M_6656	Tif1	B08	63624805
M_6657	Tif1	B08	65309793
M_6637	Tif1	B08	81088994
M_6670	Tif1	B08	85621904
M_6667	Tif1	B08	90174208
M_6676	Tif1	B08	92862639
M_6677	Tif1	B08	92957389
M_6680	Tif1	B08	93631873
M_6681	Tif1	B08	94542476
M_6682	Tif1	B08	95102000
M_6683	Tif1	B08	95124971
M_6684	Tif1	B08	95139085
M_6686	Tif1	B08	95625183
M_6687	Tif1	B08	95856366
M_6688	Tif1	B08	95859779
M_6689	Tif1	B08	95882161
M_6693	Tif1	B08	98173256
M_6695	Tif1	B08	99807272
M_6697	Tif1	B08	100984238
M_6698	Tif1	B08	101369054
M_6699	Tif1	B08	101743326
M_6701	Tif1	B08	101803538
M_6705	Tif1	B08	102551529
M_6711	Tif1	B08	104529083
M_6713	Tif1	B08	104923584
M_6717	Tif1	B08	105630626
M_6718	Tif1	B08	105963792
M_6720	Tif1	B08	106650046
M_6722	Tif1	B08	106673521
M_6725	Tif1	B08	107178077
M_6726	Tif1	B08	107357007
M_6727	Tif1	B08	107362391
M_6728	Tif1	B08	107413658
M_6731	Tif1	B08	108567534
M_6732	Tif1	B08	108614286
M_6738	Tif1	B08	109628515
M_6739	Tif1	B08	109766368
M_6740	Tif1	B08	109832030
M_6741	Tif1	B08	109941720
M_6743	Tif1	B08	110073040
M_6745	Tif1	B08	110500633
M_6747	Tif1	B08	110652043
M_6748	Tif1	B08	110698680
M_6749	Tif1	B08	111220305
M_6750	Tif1	B08	111303250
M_6752	Tif1	B08	111306390
M_6761	Tif1	B08	113622526
M_6763	Tif1	B08	113745385
M_6769	Tif1	B08	115137167
M_6774	Tif1	B08	115286686
M_6776	Tif1	B08	115309080
M_6780	Tif1	B08	116582417
M_6782	Tif1	B08	116606561
M_6785	Tif1	B08	117085119
M_6787	Tif1	B08	118145171
M_6803	Tif1	B08	122174864
M_6807	Tif1	B08	122944473
M_6810	Tif1	B08	123141846
M_6814	Tif1	B08	124168009
M_6815	Tif1	B08	124219217
M_6824	Tif1	B08	126385946
M_6825	Tif1	B08	126634133
M_6831	Tif1	B08	127723067
M_6832	Tif1	B08	127723673
T_262	Tif1	B08	128441146
M_6837	Tif1	B08	128470863
M_6841	Tif1	B08	128735063
M_6846	Tif1	B08	129392503
M_6848	Tif1	B08	129438375
M_6850	Tif1	B08	129600301
M_6874	Tif1	B08	132638673
M_6880	Tif1	B08	133572875
M_6883	Tif1	B08	133997288
M_6887	Tif1	B08	134776267
M_6890	Tif1	B09	422456
M_3184	Tif1	B09	1190091
M_6919	Tif1	B09	5398033
M_6927	Tif1	B09	6487936
M_6929	Tif1	B09	6879655
T_265	Tif1	B09	7337548
M_6934	Tif1	B09	7771547
M_6936	Tif1	B09	7971043
M_6946	Tif1	B09	10126246
M_6960	Tif1	B09	11178298
M_6970	Tif1	B09	11453621
M_6981	Tif1	B09	12768407
M_6983	Tif1	B09	13502423
M_6986	Tif1	B09	14101059
T_266	Tif1	B09	14827192
M_6993	Tif1	B09	15500415
M_6994	Tif1	B09	15513215
M_6997	Tif1	B09	15890892
M_6998	Tif1	B09	15899296
M_6999	Tif1	B09	15899436
M_7003	Tif1	B09	16473022
M_7010	Tif1	B09	17133937
M_7019	Tif1	B09	18314560
M_7024	Tif1	B09	18929157
M_7026	Tif1	B09	19108164
M_7029	Tif1	B09	19213918
M_7035	Tif1	B09	20321494
M_7041	Tif1	B09	21497252
M_7045	Tif1	B09	21889701
M_7049	Tif1	B09	22176852
M_7050	Tif1	B09	22304907
M_7053	Tif1	B09	22671508
M_7055	Tif1	B09	22858847
M_7056	Tif1	B09	22861043
M_7059	Tif1	B09	23224922
M_7060	Tif1	B09	24049367
M_7065	Tif1	B09	24331010
M_7073	Tif1	B09	26133238
M_7076	Tif1	B09	26503178
M_7081	Tif1	B09	27759904
M_7082	Tif1	B09	28236757
M_7085	Tif1	B09	28664626
M_7086	Tif1	B09	28671319
M_7088	Tif1	B09	28743554
M_7094	Tif1	B09	30600968
M_7097	Tif1	B09	31115336
M_1955	Tif1	B09	31441972
M_1956	Tif1	B09	31444870
M_7100	Tif1	B09	31458279
M_7103	Tif1	B09	32331164
M_7112	Tif1	B09	34617367
M_7117	Tif1	B09	34912949
M_7129	Tif1	B09	37658832
M_7140	Tif1	B09	40191687
M_7141	Tif1	B09	40266013
M_7148	Tif1	B09	42135438
M_7149	Tif1	B09	42135687
M_7152	Tif1	B09	43094574
M_7153	Tif1	B09	43094834
M_7155	Tif1	B09	43226094
M_7160	Tif1	B09	44410887
M_7163	Tif1	B09	44651679
M_7164	Tif1	B09	45615939
M_7174	Tif1	B09	52146889
M_7175	Tif1	B09	52539859
M_7176	Tif1	B09	52569977
M_7181	Tif1	B09	54469457
M_7190	Tif1	B09	58165354
M_7192	Tif1	B09	58598174
M_7214	Tif1	B09	66656592
M_7200	Tif1	B09	69103303
M_7197	Tif1	B09	75140751
M_7203	Tif1	B09	83154470
M_7237	Tif1	B09	96493357
M_7248	Tif1	B09	106507327
M_7252	Tif1	B09	107630130
M_7256	Tif1	B09	107940789
M_7259	Tif1	B09	110128985
M_7263	Tif1	B09	111420860
M_7264	Tif1	B09	111450803
M_7265	Tif1	B09	111489192
M_7267	Tif1	B09	112303722
M_7270	Tif1	B09	113415967
M_7271	Tif1	B09	113849821
K_5	Tif1	B09	114195003
M_7276	Tif1	B09	114421228
M_7278	Tif1	B09	114615025
M_7281	Tif1	B09	114868647
M_7286	Tif1	B09	116100120
M_7287	Tif1	B09	116100683
M_7291	Tif1	B09	117136779
M_7297	Tif1	B09	119027957
M_7302	Tif1	B09	120728974
M_7303	Tif1	B09	121022635
M_7306	Tif1	B09	121766951
M_7307	Tif1	B09	121819816
M_7308	Tif1	B09	121920704
M_7309	Tif1	B09	122160441
M_7310	Tif1	B09	122320245
M_7314	Tif1	B09	123691440
M_7317	Tif1	B09	123826813
M_7319	Tif1	B09	124194966
M_7322	Tif1	B09	125304191
M_7327	Tif1	B09	126993147
M_7331	Tif1	B09	128153698
M_7337	Tif1	B09	129894765
M_7344	Tif1	B09	130921860
M_7347	Tif1	B09	131212459
M_7350	Tif1	B09	131999075
M_7353	Tif1	B09	132397371
M_7358	Tif1	B09	132810874
M_7359	Tif1	B09	133030262
M_7369	Tif1	B09	135314779
M_7370	Tif1	B09	135328693
M_7374	Tif1	B09	135532569
M_7382	Tif1	B09	136763226
M_7383	Tif1	B09	136818583
M_7397	Tif1	B09	138399144
M_7398	Tif1	B09	138443146
M_7399	Tif1	B09	138575915
M_7401	Tif1	B09	139014129
M_7404	Tif1	B09	139147326
M_7406	Tif1	B09	140092624
M_7407	Tif1	B09	140254984
M_7408	Tif1	B09	140521450
M_7410	Tif1	B09	140713210
M_7415	Tif1	B09	141892733
M_7421	Tif1	B09	143694721
M_7422	Tif1	B09	143713237
T_269	Tif1	B09	145140358
T_271	Tif1	B09	145140715
M_7427	Tif1	B09	146802537
M_7428	Tif1	B09	146922567
M_7430	Tif1	B09	147182244
M_7433	Tif1	B09	147366028
M_7435	Tif1	B09	147740156
M_7442	Tif1	B09	148655025
M_7444	Tif1	B09	148761899
M_7445	Tif1	B09	148763284
M_7449	Tif1	B09	149119678
M_7450	Tif1	B09	149186370
M_7538	Tif1	B09	149527003
M_7456	Tif1	B09	149563321
M_7460	Tif1	B09	150137733
M_7462	Tif1	B09	150163636
M_7463	Tif1	B09	150164730
M_7465	Tif1	B09	150168183
T_272	Tif1	B09	150212648
M_7467	Tif1	B09	151175724
M_7470	Tif1	B09	151528376
M_7471	Tif1	B09	151543910
M_7477	Tif1	B09	152083430
T_273	Tif1	B09	152797569
M_7487	Tif1	B09	153755366
M_7488	Tif1	B09	154295650
T_274	Tif1	B09	154598418
M_7493	Tif1	B09	154618901
M_3412	Tif1	B09	154682578
M_7494	Tif1	B09	154720216
M_7495	Tif1	B09	154907075
M_7497	Tif1	B09	155129808
M_3407	Tif1	B09	155129925
M_3405	Tif1	B09	155129968
M_7499	Tif1	B09	155131883
M_7500	Tif1	B09	155132853
M_3404	Tif1	B09	155174895
M_7502	Tif1	B09	155175023
M_7510	Tif1	B09	155781759
M_7514	Tif1	B09	156089030
M_7516	Tif1	B09	156236875
M_7519	Tif1	B09	156506590
M_7521	Tif1	B09	156569151
M_7523	Tif1	B09	156954281
M_7533	Tif1	B09	158254688
M_7535	Tif1	B09	158428360
M_7536	Tif1	B09	158483314
M_7537	Tif1	B09	158484143
M_7542	Tif1	B10	276311
M_7548	Tif1	B10	1681892
M_7550	Tif1	B10	1890173
T_275	Tif1	B10	2940843
T_276	Tif1	B10	3013776
M_7557	Tif1	B10	3165829
M_3451	Tif1	B10	3168902
M_7560	Tif1	B10	3495837
M_7562	Tif1	B10	3584902
M_7563	Tif1	B10	3660185
M_7564	Tif1	B10	3664238
M_7566	Tif1	B10	3918885
M_7567	Tif1	B10	3924534
M_7568	Tif1	B10	3945475
M_7569	Tif1	B10	4120233
M_7570	Tif1	B10	4145724
T_277	Tif1	B10	4206832
M_7571	Tif1	B10	4416155
M_7572	Tif1	B10	4459145
M_7576	Tif1	B10	4797794
M_7581	Tif1	B10	5931304
M_7583	Tif1	B10	6489374
M_7585	Tif1	B10	6738318
M_7586	Tif1	B10	7239559
M_7587	Tif1	B10	7240067
M_7589	Tif1	B10	7519348
M_7592	Tif1	B10	8511755
M_7594	Tif1	B10	8666695
M_7595	Tif1	B10	8814003
M_7596	Tif1	B10	9077660
M_7597	Tif1	B10	9134349
M_7598	Tif1	B10	9163640
M_7599	Tif1	B10	9188288
M_7600	Tif1	B10	9355034
M_7601	Tif1	B10	9369871
M_7602	Tif1	B10	9369957
M_7603	Tif1	B10	9482303
M_7609	Tif1	B10	10531714
M_7610	Tif1	B10	10531783
M_7614	Tif1	B10	11757729
M_7615	Tif1	B10	11814200
M_7617	Tif1	B10	11985394
M_7620	Tif1	B10	12443137
M_7622	Tif1	B10	12529365
M_7629	Tif1	B10	13473266
M_7630	Tif1	B10	13493206
M_7633	Tif1	B10	13553592
M_7636	Tif1	B10	14249990
M_7644	Tif1	B10	15076717
M_7645	Tif1	B10	15133405
M_7648	Tif1	B10	15800181
M_7655	Tif1	B10	16897086
M_7657	Tif1	B10	17400773
M_7662	Tif1	B10	17950436
M_7665	Tif1	B10	18290995
M_7673	Tif1	B10	18510493
M_7681	Tif1	B10	19064136
M_7691	Tif1	B10	20621600
M_7693	Tif1	B10	20670050
M_7694	Tif1	B10	20678533
M_7696	Tif1	B10	21140600
M_7701	Tif1	B10	22863985
M_7704	Tif1	B10	23484961
M_7705	Tif1	B10	23591533
M_7710	Tif1	B10	24599538
M_7711	Tif1	B10	24684352
M_7713	Tif1	B10	24820889
M_7716	Tif1	B10	25080061
M_7718	Tif1	B10	25311872
M_7720	Tif1	B10	25620722
M_7725	Tif1	B10	25705361
M_7726	Tif1	B10	25863839
M_7727	Tif1	B10	25887697
M_7730	Tif1	B10	26072907
M_7746	Tif1	B10	29284816
M_7747	Tif1	B10	29285896
M_7751	Tif1	B10	29588763
M_7755	Tif1	B10	30728746
M_7756	Tif1	B10	30888255
M_7763	Tif1	B10	31197783
M_7771	Tif1	B10	32662337
M_7776	Tif1	B10	33167543
M_7780	Tif1	B10	34334533
M_7781	Tif1	B10	34977489
M_7785	Tif1	B10	36754219
M_7815	Tif1	B10	40745552
M_7811	Tif1	B10	41436302
M_7806	Tif1	B10	42702751
M_7804	Tif1	B10	42878541
M_7800	Tif1	B10	43270573
M_7799	Tif1	B10	43279870
M_7795	Tif1	B10	43563936
M_7794	Tif1	B10	43680140
M_7793	Tif1	B10	44092182
M_7884	Tif1	B10	45719503
M_7883	Tif1	B10	45722608
M_7831	Tif1	B10	48796708
M_7828	Tif1	B10	49001132
M_7827	Tif1	B10	49028647
M_7877	Tif1	B10	70573182
M_7875	Tif1	B10	71050905
M_7873	Tif1	B10	73105254
M_7872	Tif1	B10	73111737
M_7871	Tif1	B10	73434316
M_7869	Tif1	B10	74923099
M_7862	Tif1	B10	82539873
M_7849	Tif1	B10	85103677
M_7838	Tif1	B10	91707101
M_1831	Tif1	B10	91708222
M_7841	Tif1	B10	92283864
M_7843	Tif1	B10	92541170
M_7851	Tif1	B10	93304192
M_7889	Tif1	B10	99347285
M_7891	Tif1	B10	99394998
M_7893	Tif1	B10	100009700
M_2926	Tif1	B10	101098186
M_7910	Tif1	B10	106146791
M_7911	Tif1	B10	106172330
M_7915	Tif1	B10	107414827
M_7918	Tif1	B10	107628870
M_7919	Tif1	B10	107838525
M_7922	Tif1	B10	107981861
M_7925	Tif1	B10	108250351
M_7927	Tif1	B10	108629061
M_7929	Tif1	B10	109001629
M_7931	Tif1	B10	109812526
M_7939	Tif1	B10	111083440
M_7940	Tif1	B10	111130961
M_7944	Tif1	B10	111346351
M_7957	Tif1	B10	113632522
M_7964	Tif1	B10	115493823
M_7970	Tif1	B10	116230671
M_7972	Tif1	B10	116414681
M_7978	Tif1	B10	117252052
M_7986	Tif1	B10	117993315
M_7992	Tif1	B10	118255782
M_7997	Tif1	B10	118649782
M_8009	Tif1	B10	120111255
M_8013	Tif1	B10	120196507
M_1	Tif1	B10	120700967
M_8018	Tif1	B10	121677685
M_8025	Tif1	B10	122946622
M_2125	Tif1	B10	123577896
M_8030	Tif1	B10	124069725
M_8035	Tif1	B10	124822728
M_8040	Tif1	B10	124978923
M_8048	Tif1	B10	125800566
M_8050	Tif1	B10	126076033
M_8057	Tif1	B10	127320066
M_8058	Tif1	B10	127475450
M_8059	Tif1	B10	127537009
M_8066	Tif1	B10	128242334
M_8068	Tif1	B10	128891570
M_8071	Tif1	B10	129475340
M_8073	Tif1	B10	129835433
M_8074	Tif1	B10	130098720
M_8075	Tif1	B10	130126147
M_8077	Tif1	B10	130131000
M_8079	Tif1	B10	130191293
M_8080	Tif1	B10	130191319
M_8081	Tif1	B10	130191738
M_8082	Tif1	B10	130191904
M_8083	Tif1	B10	130191917
M_8084	Tif1	B10	130192350
M_8085	Tif1	B10	130192530
M_8086	Tif1	B10	130319122
M_8087	Tif1	B10	130625190
M_8088	Tif1	B10	130650098
M_8090	Tif1	B10	130995361
M_8092	Tif1	B10	131578586
M_8095	Tif1	B10	131868308
M_8096	Tif1	B10	131869719
M_8097	Tif1	B10	131876465
M_8099	Tif1	B10	132255709
M_8105	Tif1	B10	133132741
M_8108	Tif1	B10	133665980
M_8112	Tif1	B10	134907932
M_8128	Tif1	B10	137043907
M_8129	Tif1	B10	137044589
M_8137	Tif1	B10	137817813
M_8138	Tif1	B10	137942963
M_8144	Tif1	B10	138943537
M_8150	Tif1	B10	139958254
M_8151	Tif1	B10	139959779
M_8152	Tif1	B10	140075787
M_8153	Tif1	B10	140127424
M_3643	Tif1	B10	140193033
T_279	Tif1	B10	141086805
M_8161	Tif1	B10	141681651
M_8163	Tif1	B10	141749036
M_8164	Tif1	B10	141749129
M_8165	Tif1	B10	141828818
M_8168	Tif1	B10	142151000
M_8171	Tif1	B10	142240273
M_8173	Tif1	B10	142324123
M_8177	Tif1	B10	142606749
M_8181	Tif1	B10	143440869
M_8183	Tif1	B10	143621024
M_8184	Tif1	B10	143621150
M_8185	Tif1	B10	143621496
RA_334	Tif2	A01	31192303
RA_1	Tif2	A01	43660015
RA_159	Tif2	A01	93933344
RA_300	Tif2	A02	970280
RA_23	Tif2	A02	1934354
RA_26	Tif2	A02	3451908
RA_27	Tif2	A02	3736719
RA_28	Tif2	A02	3740829
RA_29	Tif2	A02	3806720
RA_30	Tif2	A02	4855511
RA_31	Tif2	A02	4856617
RA_35	Tif2	A02	7063593
RA_19	Tif2	A02	12338483
RA_20	Tif2	A02	12338616
RA_24	Tif2	A02	21909516
RA_25	Tif2	A02	31073579
RA_32	Tif2	A02	61241511
RA_33	Tif2	A02	61421313
RA_34	Tif2	A02	61421427
RA_2	Tif2	A02	87596078
RA_3	Tif2	A02	89815270
RA_4	Tif2	A02	95117301
RA_5	Tif2	A02	97871912
RA_6	Tif2	A02	97925137
RA_7	Tif2	A02	97925594
RA_8	Tif2	A02	98670765
RA_10	Tif2	A02	98671671
RA_12	Tif2	A02	98672338
RA_13	Tif2	A02	99438604
RA_14	Tif2	A02	99845876
RA_16	Tif2	A02	100401536
RA_17	Tif2	A02	100402905
RA_18	Tif2	A02	100554580
RA_117	Tif2	A03	2802758
RA_118	Tif2	A03	2808731
RA_119	Tif2	A03	2811196
RA_124	Tif2	A03	3198204
RA_126	Tif2	A03	3306756
RA_127	Tif2	A03	3780143
RA_130	Tif2	A03	4363504
RA_131	Tif2	A03	4379092
RA_132	Tif2	A03	4379644
RA_37	Tif2	A03	7239253
RA_38	Tif2	A03	7239260
RA_41	Tif2	A03	8353098
RA_42	Tif2	A03	8353441
RA_43	Tif2	A03	8525480
RA_44	Tif2	A03	8525485
RA_47	Tif2	A03	9535700
RA_59	Tif2	A03	9933734
RA_60	Tif2	A03	9935206
RA_68	Tif2	A03	10186543
RA_82	Tif2	A03	10589234
RA_83	Tif2	A03	10589356
RA_84	Tif2	A03	10589912
RA_89	Tif2	A03	11041587
RA_90	Tif2	A03	11044464
RA_91	Tif2	A03	11044670
RA_92	Tif2	A03	11046290
RA_93	Tif2	A03	11048362
RA_94	Tif2	A03	11378368
RA_95	Tif2	A03	11597985
RA_96	Tif2	A03	11598109
RA_97	Tif2	A03	12792780
RA_98	Tif2	A03	12792933
RA_99	Tif2	A03	12902506
RA_100	Tif2	A03	18932542
RA_101	Tif2	A03	19809656
RA_102	Tif2	A03	19810025
RA_103	Tif2	A03	19832092
RA_105	Tif2	A03	19834502
RA_106	Tif2	A03	20901919
RA_107	Tif2	A03	22771817
RA_108	Tif2	A03	23720746
RA_109	Tif2	A03	27421601
RA_110	Tif2	A03	32433659
RA_113	Tif2	A03	32439895
RA_115	Tif2	A03	32679357
RA_116	Tif2	A03	36036548
RA_120	Tif2	A03	44802921
RA_121	Tif2	A03	44803076
RA_122	Tif2	A03	44805138
RA_123	Tif2	A03	45705868
RA_39	Tif2	A03	109634302
RA_40	Tif2	A03	111476886
RA_45	Tif2	A03	115162104
RA_46	Tif2	A03	115164732
RA_48	Tif2	A03	124996362
RA_49	Tif2	A03	124996495
RA_50	Tif2	A03	125105197
RA_52	Tif2	A03	127198719
RA_53	Tif2	A03	127655635
RA_55	Tif2	A03	127661687
RA_56	Tif2	A03	128042771
RA_57	Tif2	A03	128447823
RA_58	Tif2	A03	128663495
RA_61	Tif2	A03	131098615
RA_62	Tif2	A03	131100079
RA_63	Tif2	A03	131732497
RA_64	Tif2	A03	131732914
RA_65	Tif2	A03	132973052
RA_66	Tif2	A03	132973520
RA_67	Tif2	A03	133168621
RA_69	Tif2	A03	134092889
RA_71	Tif2	A03	135638861
RA_72	Tif2	A03	136882253
RA_73	Tif2	A03	137930041
RA_74	Tif2	A03	138000795
RA_76	Tif2	A03	138002302
RA_77	Tif2	A03	138481645
RA_78	Tif2	A03	138482185
RA_79	Tif2	A03	138482255
RA_80	Tif2	A03	139701623
RA_81	Tif2	A03	139704013
RA_85	Tif2	A03	140478949
RA_86	Tif2	A03	140611197
RA_87	Tif2	A03	140611320
RA_166	Tif2	A04	113305
RA_160	Tif2	A04	2881039
RA_162	Tif2	A04	3050326
RA_163	Tif2	A04	3633902
RA_164	Tif2	A04	3634704
RA_167	Tif2	A04	4380996
RA_168	Tif2	A04	4381476
RA_169	Tif2	A04	4382240
RA_170	Tif2	A04	4382361
RA_172	Tif2	A04	4490905
RA_174	Tif2	A04	5310737
RA_177	Tif2	A04	7137537
RA_134	Tif2	A04	8980566
RA_151	Tif2	A04	12945529
RA_152	Tif2	A04	17442565
RA_153	Tif2	A04	18334181
RA_154	Tif2	A04	18335797
RA_155	Tif2	A04	18338585
RA_156	Tif2	A04	19914941
RA_158	Tif2	A04	33901002
RA_175	Tif2	A04	74197868
RA_176	Tif2	A04	75508096
RA_135	Tif2	A04	102765149
RA_136	Tif2	A04	108245459
RA_137	Tif2	A04	110604908
RA_138	Tif2	A04	115778122
RA_139	Tif2	A04	119133594
RA_140	Tif2	A04	119227474
RA_141	Tif2	A04	119227897
RA_142	Tif2	A04	119228386
RA_143	Tif2	A04	119229143
RA_144	Tif2	A04	119307936
RA_146	Tif2	A04	120276602
RA_147	Tif2	A04	120277122
RA_148	Tif2	A04	124216585
RA_149	Tif2	A04	124218632
RA_150	Tif2	A04	125079029
RA_192	Tif2	A05	6938387
RA_193	Tif2	A05	8479915
RA_194	Tif2	A05	8614898
RA_195	Tif2	A05	8918889
RA_196	Tif2	A05	8959490
RA_198	Tif2	A05	9040474
RA_199	Tif2	A05	9583697
RA_178	Tif2	A05	10056391
RA_179	Tif2	A05	10056907
RA_180	Tif2	A05	10283585
RA_181	Tif2	A05	10283726
RA_182	Tif2	A05	10492415
RA_183	Tif2	A05	10724213
RA_184	Tif2	A05	10741846
RA_185	Tif2	A05	10742162
RA_186	Tif2	A05	12578215
RA_191	Tif2	A05	35388864
RA_197	Tif2	A05	76653064
RA_187	Tif2	A05	113323551
RA_188	Tif2	A05	113989126
RA_189	Tif2	A05	113989905
RA_190	Tif2	A05	114006080
RA_221	Tif2	A06	20625734
RA_223	Tif2	A06	22277379
RA_224	Tif2	A06	22277574
RA_200	Tif2	A06	75633974
RA_201	Tif2	A06	75635326
RA_202	Tif2	A06	75635679
RA_203	Tif2	A06	90941941
RA_204	Tif2	A06	94100841
RA_205	Tif2	A06	94536054
RA_206	Tif2	A06	94791218
RA_207	Tif2	A06	103298174
RA_208	Tif2	A06	104501950
RA_209	Tif2	A06	105008095
RA_210	Tif2	A06	108614522
RA_211	Tif2	A06	109419041
RA_212	Tif2	A06	109419985
RA_213	Tif2	A06	109420015
RA_214	Tif2	A06	110237694
RA_215	Tif2	A06	110239473
RA_216	Tif2	A06	110240267
RA_229	Tif2	A06	111672519
RA_217	Tif2	A06	112264208
RA_219	Tif2	A06	112718686
RA_220	Tif2	A06	112720237
RA_262	Tif2	A07	385452
RA_265	Tif2	A07	795771
RA_248	Tif2	A07	2514744
RA_249	Tif2	A07	2514870
RA_250	Tif2	A07	2515668
RA_251	Tif2	A07	2516884
RA_252	Tif2	A07	2517319
RA_253	Tif2	A07	2517598
RA_254	Tif2	A07	2518151
RA_255	Tif2	A07	2878991
RA_256	Tif2	A07	2880804
RA_257	Tif2	A07	3445788
RA_258	Tif2	A07	3554608
RA_259	Tif2	A07	3554654
RA_260	Tif2	A07	3556309
RA_261	Tif2	A07	4134171
RA_264	Tif2	A07	7301230
RA_225	Tif2	A07	9248069
RA_242	Tif2	A07	14433844
RA_243	Tif2	A07	16673608
RA_244	Tif2	A07	16674219
RA_245	Tif2	A07	16676809
RA_246	Tif2	A07	16677199
RA_247	Tif2	A07	16761118
RA_266	Tif2	A07	45864410
RA_267	Tif2	A07	45865205
RA_269	Tif2	A07	50597658
RA_263	Tif2	A08	4925517
RA_226	Tif2	A08	5759964
RA_227	Tif2	A08	6221546
RA_228	Tif2	A08	8374832
RA_231	Tif2	A08	10950295
RA_232	Tif2	A08	11641498
RA_233	Tif2	A08	11645962
RA_234	Tif2	A08	11835701
RA_235	Tif2	A08	11922531
RA_236	Tif2	A08	11928065
RA_238	Tif2	A08	13080157
RA_239	Tif2	A08	13082127
RA_240	Tif2	A08	13082359
RA_241	Tif2	A08	14626541
RA_279	Tif2	A08	26935450
RA_280	Tif2	A08	27635958
RA_281	Tif2	A08	27637728
RA_282	Tif2	A08	27638871
RA_283	Tif2	A08	31958709
RA_278	Tif2	A08	40195100
RA_270	Tif2	A08	43769761
RA_271	Tif2	A08	43770946
RA_272	Tif2	A08	44568997
RA_274	Tif2	A08	47976979
RA_275	Tif2	A08	47977537
RA_276	Tif2	A08	48057746
